q1	tie_b	640	251	4.42e-92	1	120	1	360	1	120
q1	tie_a	640	251	4.42e-92	1	120	1	360	1	120
q1	partial_codon	640	251	4.42e-92	1	120	1	360	1	120
q1	minus3	640	251	4.42e-92	1	120	360	1	-3	120
q1	minus2	640	251	4.42e-92	1	120	361	2	-2	120
q1	minus1	640	251	4.42e-92	1	120	362	3	-1	120
q1	plus3	640	251	4.42e-92	1	120	3	362	3	120
q1	plus2	640	251	4.42e-92	1	120	2	361	2	120
q1	plus1	640	251	4.42e-92	1	120	1	360	1	120
q1	ambiguous	631	247	1.19e-90	1	120	1	360	1	120
q1	internal_stop	630	247	1.79e-90	1	120	1	360	1	120
